index,Isolate,AMIKACIN,AMOXICILLIN,AMOXICILLIN_CLAVULANATE,CAPREOMYCIN,CIPROFLOXACIN,CLARITHROMYCIN,CLOFAZIMINE,CYCLOSERINE,ETHAMBUTOL,ETHIONAMIDE,GATIFLOXACIN,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,MOXIFLOXACIN,NICOTINAMIDE,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PROTHIONAMIDE,PYRAZINAMIDE,RIFABUTIN,RIFAMPICIN,STREPTOMYCIN,category,ETHIOMIDE,IMIPENEM,LINEZOLID,OXIFLOXACIN,PARA_AMINOSALICYLIC_ACID,run,run_combined,bioproject,biosample,internal,path,Isolate_original,accessions
5998,SAMN08214858,,,,,,,,,R,,,R,,,,,,,,R,,R,R,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08214858/pilon/SAMN08214858.vcf,SAMN08214858,SAMN08214858
6002,SAMEA3447587,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3447587/pilon/SAMEA3447587.vcf,SAMEA3447587,SAMEA3447587
6004,SAMEA1102267,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102267/pilon/SAMEA1102267.vcf,SAMEA1102267,SAMEA1102267
6021,SAMN07766364,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766364/pilon/SAMN07766364.vcf,SAMN07766364,SAMN07766364
6037,SAMEA3174688,,,,,,,,,R,,,S,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3174688/pilon/SAMEA3174688.vcf,SAMEA3174688,SAMEA3174688
6043,SAMN08215442,,,,,,,,,R,,,R,,,,,,,,R,,R,R,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08215442/pilon/SAMN08215442.vcf,SAMN08215442,SAMN08215442
6046,SAMEA3301272,,,,,,,,,R,,,NAN,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3301272/pilon/SAMEA3301272.vcf,SAMEA3301272,SAMEA3301272
6053,SAMEA2534446,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2534446/pilon/SAMEA2534446.vcf,SAMEA2534446,SAMEA2534446
6056,SAMEA3442605,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3442605/pilon/SAMEA3442605.vcf,SAMEA3442605,SAMEA3442605
6069,SAMEA1101535,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101535/pilon/SAMEA1101535.vcf,SAMEA1101535,SAMEA1101535
6072,SAMN07766129,,,,,,,,,S,,,R,,,,,,,,NAN,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766129/pilon/SAMN07766129.vcf,SAMN07766129,SAMN07766129
6075,SAMEA1103148,,,,,,,,,NAN,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1103148/pilon/SAMEA1103148.vcf,SAMEA1103148,SAMEA1103148
6076,SAMEA3346007,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3346007/pilon/SAMEA3346007.vcf,SAMEA3346007,SAMEA3346007
6086,SAMEA104172452,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA104172452/pilon/SAMEA104172452.vcf,SAMEA104172452,SAMEA104172452
6099,SAMEA3359388,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3359388/pilon/SAMEA3359388.vcf,SAMEA3359388,SAMEA3359388
6108,SAMN09090596,,,,,,,,,NAN,,,NAN,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN09090596/pilon/SAMN09090596.vcf,SAMN09090596,SAMN09090596
6112,SAMEA1103132,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1103132/pilon/SAMEA1103132.vcf,SAMEA1103132,SAMEA1103132
6116,SAMEA1117648,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1117648/pilon/SAMEA1117648.vcf,SAMEA1117648,SAMEA1117648
6127,SAMEA2535259,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2535259/pilon/SAMEA2535259.vcf,SAMEA2535259,SAMEA2535259
6128,SAMEA2709898,,,,,,,,,S,,,S,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2709898/pilon/SAMEA2709898.vcf,SAMEA2709898,SAMEA2709898
6131,SAMEA1101524,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101524/pilon/SAMEA1101524.vcf,SAMEA1101524,SAMEA1101524
6142,SAMEA1102344,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102344/pilon/SAMEA1102344.vcf,SAMEA1102344,SAMEA1102344
6144,SAMN07236292,,,,,,,,,NAN,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07236292/pilon/SAMN07236292.vcf,SAMN07236292,SAMN07236292
6147,SAMN07766074,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766074/pilon/SAMN07766074.vcf,SAMN07766074,SAMN07766074
6151,SAMEA1102818,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102818/pilon/SAMEA1102818.vcf,SAMEA1102818,SAMEA1102818
6158,SAMEA104172451,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA104172451/pilon/SAMEA104172451.vcf,SAMEA104172451,SAMEA104172451
6160,SAMEA3446750,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3446750/pilon/SAMEA3446750.vcf,SAMEA3446750,SAMEA3446750
6161,SAMEA3360008,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3360008/pilon/SAMEA3360008.vcf,SAMEA3360008,SAMEA3360008
6164,SAMEA3392673,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3392673/pilon/SAMEA3392673.vcf,SAMEA3392673,SAMEA3392673
6172,SAMEA3402904,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3402904/pilon/SAMEA3402904.vcf,SAMEA3402904,SAMEA3402904
6176,SAMN07766135,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766135/pilon/SAMN07766135.vcf,SAMN07766135,SAMN07766135
6177,SAMEA3414209,,,,,,,,,S,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3414209/pilon/SAMEA3414209.vcf,SAMEA3414209,SAMEA3414209
6189,SAMEA1117766,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1117766/pilon/SAMEA1117766.vcf,SAMEA1117766,SAMEA1117766
6200,SAMN08215305,,,,,,,,,S,,,R,,,,,,,,R,,R,R,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08215305/pilon/SAMN08215305.vcf,SAMN08215305,SAMN08215305
6202,SAMEA3445005,,,,,,,,,S,,,S,,,,,,,,R,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3445005/pilon/SAMEA3445005.vcf,SAMEA3445005,SAMEA3445005
6209,SAMEA3403354,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3403354/pilon/SAMEA3403354.vcf,SAMEA3403354,SAMEA3403354
6212,SAMEA3392626,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3392626/pilon/SAMEA3392626.vcf,SAMEA3392626,SAMEA3392626
6215,SAMN05276356,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN05276356/pilon/SAMN05276356.vcf,SAMN05276356,SAMN05276356
6222,SAMEA1101781,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101781/pilon/SAMEA1101781.vcf,SAMEA1101781,SAMEA1101781
6224,SAMEA3404180,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3404180/pilon/SAMEA3404180.vcf,SAMEA3404180,SAMEA3404180
6225,SAMN08214982,,,,,,,,,R,,,NAN,,,,,,,,R,,R,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08214982/pilon/SAMN08214982.vcf,SAMN08214982,SAMN08214982
6226,SAMEA3392390,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3392390/pilon/SAMEA3392390.vcf,SAMEA3392390,SAMEA3392390
6227,SAMEA3174283,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3174283/pilon/SAMEA3174283.vcf,SAMEA3174283,SAMEA3174283
6237,SAMEA3301274,,,,,,,,,R,,,NAN,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3301274/pilon/SAMEA3301274.vcf,SAMEA3301274,SAMEA3301274
6253,SAMEA3432971,,,,,,,,,NAN,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3432971/pilon/SAMEA3432971.vcf,SAMEA3432971,SAMEA3432971
6255,SAMEA3416665,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416665/pilon/SAMEA3416665.vcf,SAMEA3416665,SAMEA3416665
6263,SAMEA3416659,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416659/pilon/SAMEA3416659.vcf,SAMEA3416659,SAMEA3416659
6275,SAMN07236360,,,,,,,,,S,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07236360/pilon/SAMN07236360.vcf,SAMN07236360,SAMN07236360
6276,SAMEA3267255,,,,,,,,,R,,,NAN,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3267255/pilon/SAMEA3267255.vcf,SAMEA3267255,SAMEA3267255
6278,SAMEA3457715,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3457715/pilon/SAMEA3457715.vcf,SAMEA3457715,SAMEA3457715
6279,SAMEA3262973,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3262973/pilon/SAMEA3262973.vcf,SAMEA3262973,SAMEA3262973
6287,SAMEA1102573,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102573/pilon/SAMEA1102573.vcf,SAMEA1102573,SAMEA1102573
6304,SAMEA1101295,,,,,,,,,NAN,,,R,,,,,,,,NAN,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101295/pilon/SAMEA1101295.vcf,SAMEA1101295,SAMEA1101295
6311,SAMEA1100886,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1100886/pilon/SAMEA1100886.vcf,SAMEA1100886,SAMEA1100886
6313,SAMEA3402930,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3402930/pilon/SAMEA3402930.vcf,SAMEA3402930,SAMEA3402930
6317,SAMEA1101293,,,,,,,,,NAN,,,S,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101293/pilon/SAMEA1101293.vcf,SAMEA1101293,SAMEA1101293
6326,SAMN07659371,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07659371/pilon/SAMN07659371.vcf,SAMN07659371,SAMN07659371
6331,SAMEA3307734,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3307734/pilon/SAMEA3307734.vcf,SAMEA3307734,SAMEA3307734
6348,SAMEA3430685,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3430685/pilon/SAMEA3430685.vcf,SAMEA3430685,SAMEA3430685
6354,SAMEA1102317,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102317/pilon/SAMEA1102317.vcf,SAMEA1102317,SAMEA1102317
6361,SAMEA3416725,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416725/pilon/SAMEA3416725.vcf,SAMEA3416725,SAMEA3416725
6362,SAMN07659885,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07659885/pilon/SAMN07659885.vcf,SAMN07659885,SAMN07659885
6376,SAMEA3416724,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416724/pilon/SAMEA3416724.vcf,SAMEA3416724,SAMEA3416724
6377,SAMEA3402925,,,,,,,,,S,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3402925/pilon/SAMEA3402925.vcf,SAMEA3402925,SAMEA3402925
6381,SAMEA1102309,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102309/pilon/SAMEA1102309.vcf,SAMEA1102309,SAMEA1102309
6386,SAMEA1117936,,,,,,,,,S,,,S,,,,,,,,R,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1117936/pilon/SAMEA1117936.vcf,SAMEA1117936,SAMEA1117936
6388,SAMEA3420875,,,,,,,,,NAN,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3420875/pilon/SAMEA3420875.vcf,SAMEA3420875,SAMEA3420875
6390,SAMEA1101737,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101737/pilon/SAMEA1101737.vcf,SAMEA1101737,SAMEA1101737
6391,SAMN07766464,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766464/pilon/SAMN07766464.vcf,SAMN07766464,SAMN07766464
6395,SAMEA3377031,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3377031/pilon/SAMEA3377031.vcf,SAMEA3377031,SAMEA3377031
6400,SAMN07765987,,,,,,,,,S,,,S,,,,,,,,R,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07765987/pilon/SAMN07765987.vcf,SAMN07765987,SAMN07765987
6414,SAMN07236277,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07236277/pilon/SAMN07236277.vcf,SAMN07236277,SAMN07236277
6416,SAMEA3209545,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3209545/pilon/SAMEA3209545.vcf,SAMEA3209545,SAMEA3209545
6420,SAMEA1119810,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1119810/pilon/SAMEA1119810.vcf,SAMEA1119810,SAMEA1119810
6422,SAMEA2534875,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2534875/pilon/SAMEA2534875.vcf,SAMEA2534875,SAMEA2534875
6433,SAMEA3416662,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416662/pilon/SAMEA3416662.vcf,SAMEA3416662,SAMEA3416662
6441,SAMEA1102286,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102286/pilon/SAMEA1102286.vcf,SAMEA1102286,SAMEA1102286
6444,SAMEA1101280,,,,,,,,,NAN,,,S,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101280/pilon/SAMEA1101280.vcf,SAMEA1101280,SAMEA1101280
6448,SAMN07659108,,,,,,,,,NAN,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07659108/pilon/SAMN07659108.vcf,SAMN07659108,SAMN07659108
6462,SAMEA3421013,,,,,,,,,NAN,,,R,,,,,,,,R,,NAN,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3421013/pilon/SAMEA3421013.vcf,SAMEA3421013,SAMEA3421013
6469,SAMEA3430673,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3430673/pilon/SAMEA3430673.vcf,SAMEA3430673,SAMEA3430673
6471,SAMEA2709837,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2709837/pilon/SAMEA2709837.vcf,SAMEA2709837,SAMEA2709837
6483,SAMN08215295,,,,,,,,,S,,,R,,,,,,,,S,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08215295/pilon/SAMN08215295.vcf,SAMN08215295,SAMN08215295
6486,SAMEA3403854,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3403854/pilon/SAMEA3403854.vcf,SAMEA3403854,SAMEA3403854
6487,SAMEA1119941,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1119941/pilon/SAMEA1119941.vcf,SAMEA1119941,SAMEA1119941
6492,SAMEA3421168,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3421168/pilon/SAMEA3421168.vcf,SAMEA3421168,SAMEA3421168
6497,SAMEA3437028,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3437028/pilon/SAMEA3437028.vcf,SAMEA3437028,SAMEA3437028
6505,SAMN07236534,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07236534/pilon/SAMN07236534.vcf,SAMN07236534,SAMN07236534
6537,SAMEA1102321,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102321/pilon/SAMEA1102321.vcf,SAMEA1102321,SAMEA1102321
6549,SAMEA3421191,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3421191/pilon/SAMEA3421191.vcf,SAMEA3421191,SAMEA3421191
6554,SAMEA3356008,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3356008/pilon/SAMEA3356008.vcf,SAMEA3356008,SAMEA3356008
6557,SAMEA3392512,,,,,,,,,S,,,S,,,,,,,,R,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3392512/pilon/SAMEA3392512.vcf,SAMEA3392512,SAMEA3392512
6559,SAMEA1102345,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102345/pilon/SAMEA1102345.vcf,SAMEA1102345,SAMEA1102345
6562,SAMEA3416727,,,,,,,,,R,,,R,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3416727/pilon/SAMEA3416727.vcf,SAMEA3416727,SAMEA3416727
6566,SAMEA2535216,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2535216/pilon/SAMEA2535216.vcf,SAMEA2535216,SAMEA2535216
6568,SAMN07766496,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766496/pilon/SAMN07766496.vcf,SAMN07766496,SAMN07766496
6569,SAMN07766447,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN07766447/pilon/SAMN07766447.vcf,SAMN07766447,SAMN07766447
6575,SAMEA1118019,,,,,,,,,S,,,S,,,,,,,,R,,S,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1118019/pilon/SAMEA1118019.vcf,SAMEA1118019,SAMEA1118019
6577,SAMEA2534124,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2534124/pilon/SAMEA2534124.vcf,SAMEA2534124,SAMEA2534124
6581,SAMEA3404170,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3404170/pilon/SAMEA3404170.vcf,SAMEA3404170,SAMEA3404170
6584,SAMEA1102334,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1102334/pilon/SAMEA1102334.vcf,SAMEA1102334,SAMEA1102334
6596,SAMEA1101438,,,,,,,,,NAN,,,S,,,,,,,,NAN,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101438/pilon/SAMEA1101438.vcf,SAMEA1101438,SAMEA1101438
6599,SAMN08214919,,,,,,,,,S,,,R,,,,,,,,S,,R,S,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMN08214919/pilon/SAMN08214919.vcf,SAMN08214919,SAMN08214919
6611,SAMEA1101620,,,,,,,,,R,,,R,,,,,,,,R,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1101620/pilon/SAMEA1101620.vcf,SAMEA1101620,SAMEA1101620
6612,SAMEA104172493,,,,,,,,,S,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA104172493/pilon/SAMEA104172493.vcf,SAMEA104172493,SAMEA104172493
6615,SAMEA3414215,,,,,,,,,R,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3414215/pilon/SAMEA3414215.vcf,SAMEA3414215,SAMEA3414215
6621,SAMEA3334367,,,,,,,,,S,,,S,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3334367/pilon/SAMEA3334367.vcf,SAMEA3334367,SAMEA3334367
6626,SAMEA3432847,,,,,,,,,NAN,,,R,,,,,,,,S,,R,,set2,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA3432847/pilon/SAMEA3432847.vcf,SAMEA3432847,SAMEA3432847
